name,url,type,cr
Gnorri,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gnorri/,monstrous-humanoids,1/2
Graeae,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/graeae/,monstrous-humanoids,5/MR
Grave Sage,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/grave-sage/,monstrous-humanoids,13
Gray Ape Decurion,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gray-ape-decurion/,monstrous-humanoids,5
Gray Ape Legionnaire,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gray-ape-legionnaire/,monstrous-humanoids,4
Gray Ape Pirate King,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gray-ape-pirate-king/,monstrous-humanoids,8
"Great Old One, Ithaqua",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/great-old-one-ithaqua/,monstrous-humanoids,28
Grendel,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/grendel/,monstrous-humanoids,19/M
Grimlock (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/grimlock/,monstrous-humanoids,1
Grioth,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/grioth/,monstrous-humanoids,1
Gronk,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gronk-tohc/,monstrous-humanoids,3
Gug,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gug/,monstrous-humanoids,11
Haan,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/haan/,monstrous-humanoids,3
Hag,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/,monstrous-humanoids,UNKNOWN
"Hag, Cyst Trinity (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-cyst-trinity/,monstrous-humanoids,15
"Hag, Moon",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-moon/,monstrous-humanoids,7
"Hag, Annis",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-annis/,monstrous-humanoids,6
Annis Hag Alter Ego,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-annis/annis-hag-alter-ego/,monstrous-humanoids,6
"Hag, Ash",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-ash/,monstrous-humanoids,5
"Hag, Blood",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-blood/,monstrous-humanoids,8
"Hag, Blood (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/blood-hag-kp/,monstrous-humanoids,9
"Hag, Boreal Annis",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-boreal-annis/,monstrous-humanoids,7
"Hag, Dreamthief",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-dreamthief/,monstrous-humanoids,11
"Hag, Flue (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-flue/,monstrous-humanoids,4
"Hag, Green",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-green/,monstrous-humanoids,5
"Hag, Mute",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-mute/,monstrous-humanoids,11
"Hag, Night",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-night/,monstrous-humanoids,9
"Hag, Pit (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-pit/,monstrous-humanoids,13
"Hag, Sand (3pp)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-sand/,monstrous-humanoids,5
"Hag, Sea",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-sea/,monstrous-humanoids,4
"Hag, Storm",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-storm/,monstrous-humanoids,7
"Hag, Winter",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/winter-hag/,monstrous-humanoids,7)
"Hag, Ash",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag-ash/,monstrous-humanoids,5
"Hag, Masca",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag-masca/,monstrous-humanoids,7
"Hag, Mute",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag-mute/,monstrous-humanoids,11
"Hag, Sea (Mythic)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag-sea-mythic/,monstrous-humanoids,5/MR
"Hag, Storm (Mythic)",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag-storm-mythic/,monstrous-humanoids,8/MR
Harionna,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/harionna/,monstrous-humanoids,5
Harpy,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/harpy/,monstrous-humanoids,4
"Harpy, Hag",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/harpy-hag/,monstrous-humanoids,7
Horde Riot,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/horde-riot/,monstrous-humanoids,8
Humbaba,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/humbaba/,monstrous-humanoids,19
Ichthyocentaur,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ichthyocentaur/,monstrous-humanoids,5
"Imp, Spirit",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/imp-spirit/,monstrous-humanoids,1/4
Inphidians,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/,monstrous-humanoids,UNKNOWN
"Inphidian, Cobra-Back",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-cobra-back/,monstrous-humanoids,3
"Inphidian, Common",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-common/,monstrous-humanoids,3
"Inphidian, Dancer",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-dancer/,monstrous-humanoids,3
"Inphidian, Night Adder",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-night-adder/,monstrous-humanoids,5
"Inphidian, Rattler",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-rattler/,monstrous-humanoids,4
Ivoyro,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ivoyro/,monstrous-humanoids,6
Jorogumo,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/jorogumo/,monstrous-humanoids,12
Kadindi,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kadindi/,monstrous-humanoids,13
Kalo Mystic,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kalo-mystic/,monstrous-humanoids,5
Kalo Soldier,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kalo-soldier/,monstrous-humanoids,2
Kappa,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kappa/,monstrous-humanoids,2
Karkinoi,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/karkinoi/,monstrous-humanoids,6
Karkinoi Brood Swarm,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/karkinoi/karkinoi-brood-swarm/,monstrous-humanoids,4
Kaulvrex,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kaulvrex/,monstrous-humanoids,6
Kech,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kech/,monstrous-humanoids,3
Kech (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/kech-tohc/,monstrous-humanoids,3
Khaei,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/khaei/,monstrous-humanoids,3
Krampus,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/krampus/,monstrous-humanoids,21
Lamia,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/,monstrous-humanoids,6
Hungerer,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/hungerer/,monstrous-humanoids,15
Lamia Matriarch,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/lamia-matriarch/,monstrous-humanoids,8
"Lamia-Kin, Kuchrima",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lamia/lamia-kin-kuchrima/,monstrous-humanoids,8
Laurapathis,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/laurapathis/,monstrous-humanoids,7
Lava Child,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lava-child/,monstrous-humanoids,3
Lurker In The Crypt,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lurker-in-the-crypt/,monstrous-humanoids,5
Mad Alchemist,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mad-alchemist/,monstrous-humanoids,11
"Mad Alchemist, Final Puppet",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mad-alchemist-final-puppet/,monstrous-humanoids,11
Maenad,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/maenad/,monstrous-humanoids,8
Maftet,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/maftet/,monstrous-humanoids,6
"Maftet, Mythic",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/maftet-mythic/,monstrous-humanoids,7/MR
Manimal Triceratops,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/manimal-triceratops/,monstrous-humanoids,10
Marsh Lurker (Moncroak),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/marsh-lurker-moncroak/,monstrous-humanoids,4
Medusa,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/medusa/,monstrous-humanoids,7
Medusa Animus Shade,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/medusa/medusa-animus-shade/,monstrous-humanoids,9
"Medusa, Greater",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/medusa/medusa-greater/,monstrous-humanoids,8
"Medusa, Snake Queen",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/medusa-snake-queen/,monstrous-humanoids,11
"Medusa, Stheno",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/medusa-stheno/,monstrous-humanoids,13/M
"Medusa, Vampiric",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/medusa-vampiric/,monstrous-humanoids,5
Minotaur,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur/,monstrous-humanoids,4)
"Minotaur, Elder",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur/minotaur-elder/,monstrous-humanoids,9
"Minotaur, Labyrinth",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur/minotaur-labyrinth/,monstrous-humanoids,16
"Minotaur, Scalding",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur/minotaur-scalding/,monstrous-humanoids,5
Minotaur (Mintorin),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur-mintorin/,monstrous-humanoids,8
"Minotaur, Bronze",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur-bronze/,monstrous-humanoids,10
"Minotaur, Maze Master",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur-maze-master/,monstrous-humanoids,15
"Minotaur, Two-Headed",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/minotaur-two-headed/,monstrous-humanoids,7
Mongrelman,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mongrelman/,monstrous-humanoids,1
Mongrelman (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mongrelman-tohc/,monstrous-humanoids,2
Morlock,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/morlock/,monstrous-humanoids,2
Mothman,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mothman/,monstrous-humanoids,6
Murajau,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/murajau/,monstrous-humanoids,5
Mythic Deep One,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-deep-one/,monstrous-humanoids,2/MR
"Mythic Hag, Annis",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-hag-annis/,monstrous-humanoids,7/MR
Mythic Harpy,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-harpy/,monstrous-humanoids,5/MR
Mythic Jorogumo,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-jorogumo/,monstrous-humanoids,15/
Mythic Kappa,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-kappa/,monstrous-humanoids,3/ M
Mythic Morlock,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-morlock/,monstrous-humanoids,3/MR
Mythic Nightgaunt,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-nightgaunt/,monstrous-humanoids,5/MR
Mythic Skum,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-skum/,monstrous-humanoids,3/MR
Mythic Tanuki,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/mythic-tanuki/,monstrous-humanoids,5/MR
Nependis,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/nependis/,monstrous-humanoids,9
Nightgaunt,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/nightgaunt/,monstrous-humanoids,4
Nightgaunt (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/nightgaunt-2/,monstrous-humanoids,3
Ningen,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ningen/,monstrous-humanoids,16
Ningyo,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ningyo/,monstrous-humanoids,1
Onyvolan,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/onyvolan/,monstrous-humanoids,3 (X
Ophiduan,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ophiduan/,monstrous-humanoids,UNKNOWN
"Ophiduan, Anguineum Caste",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ophiduan/anguineum-caste/,monstrous-humanoids,7
"Ophiduan, Hominis Caste",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ophiduan/hominis-caste/,monstrous-humanoids,5
"Ophiduan, Semiferum Caste",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ophiduan/semiferum-caste/,monstrous-humanoids,3
Orzar,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/orzar/,monstrous-humanoids,1
Oulbaene,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/oulbaene/,monstrous-humanoids,2
Paguroida,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/paguroida/,monstrous-humanoids,9
Pelkrev,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/pelkrev/,monstrous-humanoids,11
Pettenedda,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/pettenedda/,monstrous-humanoids,5
Popobala,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/popobala/,monstrous-humanoids,15
"Popobala, Mythic",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/popobala-mythic/,monstrous-humanoids,18/M
Psoglav,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/psoglav/,monstrous-humanoids,13
Psychic Vampire (Lianashae) Doppelganger,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/psychic-vampire-lianashae-doppelganger/,monstrous-humanoids,5
Pukwudgie,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/pukwudgie/,monstrous-humanoids,7
Qallupilluk,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/qallupilluk/,monstrous-humanoids,7
Rawhead,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/rawhead/,monstrous-humanoids,14
Rokurokubi,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/rokurokubi-2/,monstrous-humanoids,14
Rokurokubi,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/rokurokubi/,monstrous-humanoids,14
Ryven,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ryven/,monstrous-humanoids,2
Sabosan,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sabosan/,monstrous-humanoids,5
Sahuagin,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sahuagin/,monstrous-humanoids,2
"âSahuagin Mutant, Four-Armed",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sahuagin/mutant/,monstrous-humanoids,3
"âSahuagin, Malenti",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sahuagin/malenti/,monstrous-humanoids,2
Sahuagin (Mythic),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sahuagin-mythic/,monstrous-humanoids,3/MR
Saumen Kar,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/saumen-kar/,monstrous-humanoids,10
Saurian,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/saurian/,monstrous-humanoids,16
Scorpionfolk,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/scorpionfolk/,monstrous-humanoids,7
Selkie,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/selkie/,monstrous-humanoids,5
Selkie (Mythic),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/selkie-mythic/,monstrous-humanoids,6/MR
Serpent Alchemist,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpent-alchemist/,monstrous-humanoids,12
Serpentfolk,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk/,monstrous-humanoids,4
Serpentfolk Reclaimer,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk/serpentfolk-reclaimer/,monstrous-humanoids,6
"Serpentfolk, Degenerate",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk/degenerate-serpentfolk/,monstrous-humanoids,4
Serpentfolk (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk-2/,monstrous-humanoids,5
"Serpentfolk, Psionic",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/serpentfolk-psionic/,monstrous-humanoids,4
Shobhad,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/shobhad/,monstrous-humanoids,4
Skreevar,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/skreevar/,monstrous-humanoids,14
Skum,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/skum/,monstrous-humanoids,2
Slaughterford (Reaperborn),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/slaughterford-tohc/,monstrous-humanoids,8
Soucouyant,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/soucouyant/,monstrous-humanoids,8
Stormghost,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/stormghost/,monstrous-humanoids,15
Stygira,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/stygira/,monstrous-humanoids,7
Svathurim,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/svathurim/,monstrous-humanoids,11 (
Taer,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/taer/,monstrous-humanoids,2
Tanuki,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tanuki/,monstrous-humanoids,4
Tenome,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tenome-2/,monstrous-humanoids,4
Tenome,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tenome/,monstrous-humanoids,4
Thriae,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/,monstrous-humanoids,UNKNOWN
Thriae Constructor,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/thriae-constructor/,monstrous-humanoids,14
Thriae Dancer,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/thriae-dancer/,monstrous-humanoids,6
Thriae Queen,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/thriae-queen/,monstrous-humanoids,18
Thriae Seer,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/thriae-seer/,monstrous-humanoids,11
Thriae Soldier,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/thriae-soldier/,monstrous-humanoids,4
Tikbalang,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tikbalang/,monstrous-humanoids,9
Tonberry,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tonberry/,monstrous-humanoids,10
Troglodyte Magic User (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/troglodyte-magic-user/,monstrous-humanoids,6
Trox,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/trox/,monstrous-humanoids,2
Tsathar,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tsathar/,monstrous-humanoids,2
Tsathar Scourge,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tsathar/tsathar-scourge/,monstrous-humanoids,3
Tsathar Crewmen,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tsathar-crewmen/,monstrous-humanoids,8
Tunnel Brute,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/tunnel-brute/,monstrous-humanoids,7
Umasi,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/umasi/,monstrous-humanoids,5/MR
Vermin Lord,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/vermin-lord/,monstrous-humanoids,14
Vodyanoi,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/vodyanoi/,monstrous-humanoids,5
Void Grim,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/void-grim/,monstrous-humanoids,6
Vouivre,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/vouivre/,monstrous-humanoids,12
"Wendigo, Ravenous",https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/wendigo-ravenous/,monstrous-humanoids,2
Witchwyrd,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/witchwyrd/,monstrous-humanoids,6
Yeti,https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/yeti/,monstrous-humanoids,4
Yeti (3pp),https://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/yeti-tohc/,monstrous-humanoids,4
Alchemical Ooze Swarms,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/alchemical-ooze-swarms/,oozes,UNKNOWN
Choleric Ooze Swarm,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/alchemical-ooze-swarms/choleric-ooze-swarm/,oozes,2
Melancholic Ooze Swarm,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/alchemical-ooze-swarms/melancholic-ooze-swarm/,oozes,1
Phlegmatic Ooze Swarm,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/alchemical-ooze-swarms/phlegmatic-ooze-swarm/,oozes,1/2
Sanguine Ooze Swarm,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/alchemical-ooze-swarms/sanguine-ooze-swarm/,oozes,1/3
Ambergrim,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/ambergrim/,oozes,6
Amoeba Swarm,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/amoeba-swarm/,oozes,1
"Amoeba, Alchemic",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/amoeba-alchemic/,oozes,2
"Amoeba, Giant",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/amoeba-giant/,oozes,1
Animate Hair,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/animate-hair/,oozes,1/2
Apallie,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/apallie/,oozes,2
Ashmaw,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/ashmaw/,oozes,8
Assembly Ooze,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/assembly-ooze/,oozes,1
"Black Pudding, Arctic",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/black-pudding-arctic/,oozes,12
Blight,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/,oozes,equa
"Blight, Cave",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-cave/,oozes,19
"Blight, Desert",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-desert/,oozes,13
"Blight, Forest",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-forest/,oozes,18
"Blight, Mountain",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-mountain/,oozes,14
"Blight, Sewer",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-sewer/,oozes,15
"Blight, Swamp",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-swamp/,oozes,17
"Blight, Tundra",https://www.d20pfsrd.com/bestiary/monster-listings/oozes/blight/blight-tundra/,oozes,16
Bog Scum,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/bog-scum/,oozes,13
Boilborn,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/boilborn/,oozes,1
Carnivorous Blob,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/carnivorous-blob/,oozes,13
Cerebric Cyst,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/cerebric-cyst/,oozes,7
Colour Out of Space,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/colour-out-of-space/,oozes,10
Diger,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/diger-tohc/,oozes,2
Doppeldrek,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/doppeldrek/,oozes,5
Ectoplasm (Ghost Ooze),https://www.d20pfsrd.com/bestiary/monster-listings/oozes/ectoplasm-tohc/,oozes,5
Embryonic Shoggoth,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/embryonic-shoggoth/,oozes,7
Etheric Jelly,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/etheric-jelly/,oozes,5
Fire Vampire,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/fire-vampire-2/,oozes,9
Fire Vampire,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/fire-vampire/,oozes,9
Formless Spawn,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/formless-spawn-2/,oozes,8
Formless Spawn,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/formless-spawn/,oozes,10
Freezing Flow,https://www.d20pfsrd.com/bestiary/monster-listings/oozes/freezing-flow/,oozes,4
